"";"X";"ISO";"country";"group";"com_code";"com_name";"com_group";"harvest_production";"storage_transport";"processing";"distribution";"final_consumption"
"6572";6572;"PYF";"French Polynesia";"Europe";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;7,5;0,75;3
"6573";6573;"PYF";"French Polynesia";"Europe";"c073";"Cottonseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"6574";6574;"PYF";"French Polynesia";"Europe";"c074";"Palmkernel Oil";"Vegetable oils";0;0;7,5;0,75;3
"6575";6575;"PYF";"French Polynesia";"Europe";"c075";"Palm Oil";"Vegetable oils";0;0;7,5;0,75;3
"6576";6576;"PYF";"French Polynesia";"Europe";"c076";"Coconut Oil";"Vegetable oils";0;0;7,5;0,75;3
"6577";6577;"PYF";"French Polynesia";"Europe";"c077";"Sesameseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"6578";6578;"PYF";"French Polynesia";"Europe";"c078";"Olive Oil";"Vegetable oils";0;0;7,5;0,75;3
"6579";6579;"PYF";"French Polynesia";"Europe";"c079";"Ricebran Oil";"Vegetable oils";0;0;7,5;0,75;3
"6580";6580;"PYF";"French Polynesia";"Europe";"c080";"Maize Germ Oil";"Vegetable oils";0;0;7,5;0,75;3
"6581";6581;"PYF";"French Polynesia";"Europe";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;7,5;0,75;3
"6582";6582;"PYF";"French Polynesia";"Europe";"c082";"Soyabean Cake";"Oil cakes";0;0;7,5;0,75;3
"6583";6583;"PYF";"French Polynesia";"Europe";"c083";"Groundnut Cake";"Oil cakes";0;0;7,5;0,75;3
"6584";6584;"PYF";"French Polynesia";"Europe";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;7,5;0,75;3
"6585";6585;"PYF";"French Polynesia";"Europe";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;7,5;0,75;3
"6586";6586;"PYF";"French Polynesia";"Europe";"c086";"Cottonseed Cake";"Oil cakes";0;0;7,5;0,75;3
"6587";6587;"PYF";"French Polynesia";"Europe";"c087";"Palmkernel Cake";"Oil cakes";0;0;7,5;0,75;3
"6588";6588;"PYF";"French Polynesia";"Europe";"c088";"Copra Cake";"Oil cakes";0;0;7,5;0,75;3
"6589";6589;"PYF";"French Polynesia";"Europe";"c089";"Sesameseed Cake";"Oil cakes";0;0;7,5;0,75;3
"6590";6590;"PYF";"French Polynesia";"Europe";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;7,5;0,75;3
"6591";6591;"PYF";"French Polynesia";"Europe";"c091";"Wine";"Alcohol";0;0;7,5;0,75;3
"6592";6592;"PYF";"French Polynesia";"Europe";"c092";"Beer";"Alcohol";0;0;7,5;0,75;3
"6593";6593;"PYF";"French Polynesia";"Europe";"c093";"Beverages, Fermented";"Alcohol";0;0;7,5;0,75;3
"6594";6594;"PYF";"French Polynesia";"Europe";"c094";"Beverages, Alcoholic";"Alcohol";0;0;7,5;0,75;3
"6595";6595;"PYF";"French Polynesia";"Europe";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"6596";6596;"PYF";"French Polynesia";"Europe";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"6597";6597;"PYF";"French Polynesia";"Europe";"c097";"Cattle";"Live animals";0;0;0;0;0
"6598";6598;"PYF";"French Polynesia";"Europe";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"6599";6599;"PYF";"French Polynesia";"Europe";"c099";"Sheep";"Live animals";0;0;0;0;0
"6600";6600;"PYF";"French Polynesia";"Europe";"c100";"Goats";"Live animals";0;0;0;0;0
"6601";6601;"PYF";"French Polynesia";"Europe";"c101";"Pigs";"Live animals";0;0;0;0;0
"6602";6602;"PYF";"French Polynesia";"Europe";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"6603";6603;"PYF";"French Polynesia";"Europe";"c103";"Horses";"Live animals";0;0;0;0;0
"6604";6604;"PYF";"French Polynesia";"Europe";"c104";"Asses";"Live animals";0;0;0;0;0
"6605";6605;"PYF";"French Polynesia";"Europe";"c105";"Mules";"Live animals";0;0;0;0;0
"6606";6606;"PYF";"French Polynesia";"Europe";"c106";"Camels";"Live animals";0;0;0;0;0
"6607";6607;"PYF";"French Polynesia";"Europe";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"6608";6608;"PYF";"French Polynesia";"Europe";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"6609";6609;"PYF";"French Polynesia";"Europe";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"6610";6610;"PYF";"French Polynesia";"Europe";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"6611";6611;"PYF";"French Polynesia";"Europe";"c111";"Milk - Excluding Butter";"Milk";5,25;0,75;1,8;0,375;5,25
"6612";6612;"PYF";"French Polynesia";"Europe";"c112";"Butter, Ghee";"Milk";5,25;0,75;1,8;0,375;5,25
"6613";6613;"PYF";"French Polynesia";"Europe";"c113";"Eggs";"Eggs";6;0;0,75;1,5;6
"6614";6614;"PYF";"French Polynesia";"Europe";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"6615";6615;"PYF";"French Polynesia";"Europe";"c115";"Bovine Meat";"Meat";3,45;0,9195;3,75;3;8,25
"6616";6616;"PYF";"French Polynesia";"Europe";"c116";"Mutton & Goat Meat";"Meat";15;0,927;7,5;3;8,25
"6617";6617;"PYF";"French Polynesia";"Europe";"c117";"Pigmeat";"Meat";3,75;0,345;7,5;3;8,25
"6618";6618;"PYF";"French Polynesia";"Europe";"c118";"Poultry Meat";"Meat";3,75;2,475;7,5;3;8,25
"6619";6619;"PYF";"French Polynesia";"Europe";"c119";"Meat, Other";"Meat";4,8;1,05;3,75;3;8,25
"6620";6620;"PYF";"French Polynesia";"Europe";"c120";"Offals, Edible";"Meat";4,8;1,05;3,75;3;8,25
"6621";6621;"PYF";"French Polynesia";"Europe";"c121";"Fats, Animals, Raw";"Animal fats";4,8;1,05;3,75;3;8,25
"6622";6622;"PYF";"French Polynesia";"Europe";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"6623";6623;"PYF";"French Polynesia";"Europe";"c123";"Meat Meal";"Meat";4,8;1,05;3,75;3;8,25
"6624";6624;"PYF";"French Polynesia";"Europe";"c124";"Pet food";"Meat";4,8;1,05;3,75;3;8,25
"6625";6625;"PYF";"French Polynesia";"Europe";"c125";"Honey";"Honey";15;1,5;7,5;0,75;3
"6626";6626;"PYF";"French Polynesia";"Europe";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"6627";6627;"PYF";"French Polynesia";"Europe";"c127";"Fish, Seafood";"Fish";14,1;0,75;9;6,75;8,25
"6628";6628;"PYF";"French Polynesia";"Europe";"c128";"Wood fuel";"Wood";0;0;0;0;0
"6629";6629;"PYF";"French Polynesia";"Europe";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"6630";6630;"PYF";"French Polynesia";"Europe";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"6631";6631;"DJI";"Djibouti";"SSAfr";"c001";"Rice (Milled Equivalent)";"Cereals";9;12;5,25;1,5;0,75
"6632";6632;"DJI";"Djibouti";"SSAfr";"c002";"Wheat and products";"Cereals";9;12;5,25;1,5;0,75
"6633";6633;"DJI";"Djibouti";"SSAfr";"c003";"Barley and products";"Cereals";9;12;5,25;1,5;0,75
"6634";6634;"DJI";"Djibouti";"SSAfr";"c004";"Maize and products";"Cereals";9;12;5,25;1,5;0,75
"6635";6635;"DJI";"Djibouti";"SSAfr";"c005";"Rye and products";"Cereals";9;12;5,25;1,5;0,75
"6636";6636;"DJI";"Djibouti";"SSAfr";"c006";"Oats";"Cereals";9;12;5,25;1,5;0,75
"6637";6637;"DJI";"Djibouti";"SSAfr";"c007";"Millet and products";"Cereals";9;12;5,25;1,5;0,75
"6638";6638;"DJI";"Djibouti";"SSAfr";"c008";"Sorghum and products";"Cereals";9;12;5,25;1,5;0,75
"6639";6639;"DJI";"Djibouti";"SSAfr";"c009";"Cereals, Other";"Cereals";9;12;5,25;1,5;0,75
"6640";6640;"DJI";"Djibouti";"SSAfr";"c010";"Potatoes and products";"Roots and tubers";21;27;22,5;3,75;1,5
"6641";6641;"DJI";"Djibouti";"SSAfr";"c011";"Cassava and products";"Roots and tubers";21;27;22,5;3,75;1,5
"6642";6642;"DJI";"Djibouti";"SSAfr";"c012";"Sweet potatoes";"Roots and tubers";21;27;22,5;3,75;1,5
"6643";6643;"DJI";"Djibouti";"SSAfr";"c013";"Roots, Other";"Roots and tubers";21;27;22,5;3,75;1,5
"6644";6644;"DJI";"Djibouti";"SSAfr";"c014";"Yams";"Roots and tubers";21;27;22,5;3,75;1,5
"6645";6645;"DJI";"Djibouti";"SSAfr";"c015";"Sugar cane";"Sugar crops";9;12;5,25;1,5;0,75
"6646";6646;"DJI";"Djibouti";"SSAfr";"c016";"Sugar beet";"Sugar crops";21;27;22,5;3,75;1,5
"6647";6647;"DJI";"Djibouti";"SSAfr";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6648";6648;"DJI";"Djibouti";"SSAfr";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6649";6649;"DJI";"Djibouti";"SSAfr";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6650";6650;"DJI";"Djibouti";"SSAfr";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6651";6651;"DJI";"Djibouti";"SSAfr";"c021";"Soyabeans";"Oil crops";18;12;12;1,5;0,75
"6652";6652;"DJI";"Djibouti";"SSAfr";"c022";"Groundnuts (Shelled Eq)";"Oil crops";22,5;12;12;1,5;0,75
"6653";6653;"DJI";"Djibouti";"SSAfr";"c023";"Sunflower seed";"Oil crops";18;12;12;1,5;0,75
"6654";6654;"DJI";"Djibouti";"SSAfr";"c024";"Rape and Mustardseed";"Oil crops";18;12;12;1,5;0,75
"6655";6655;"DJI";"Djibouti";"SSAfr";"c025";"Seed cotton";"Oil crops";18;12;12;1,5;0,75
"6656";6656;"DJI";"Djibouti";"SSAfr";"c026";"Coconuts - Incl Copra";"Oil crops";11,25;12;12;1,5;0,75
"6657";6657;"DJI";"Djibouti";"SSAfr";"c027";"Sesame seed";"Oil crops";18;12;12;1,5;0,75
"6658";6658;"DJI";"Djibouti";"SSAfr";"c028";"Oil, palm fruit";"Oil crops";18;12;12;1,5;0,75
"6659";6659;"DJI";"Djibouti";"SSAfr";"c029";"Olives (including preserved)";"Oil crops";18;12;12;1,5;0,75
"6660";6660;"DJI";"Djibouti";"SSAfr";"c030";"Oilcrops, Other";"Oil crops";18;12;12;1,5;0,75
"6661";6661;"DJI";"Djibouti";"SSAfr";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";6,75;13,5;37,5;12,75;3,75
"6662";6662;"DJI";"Djibouti";"SSAfr";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6663";6663;"DJI";"Djibouti";"SSAfr";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6664";6664;"DJI";"Djibouti";"SSAfr";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6665";6665;"DJI";"Djibouti";"SSAfr";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6666";6666;"DJI";"Djibouti";"SSAfr";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6667";6667;"DJI";"Djibouti";"SSAfr";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6668";6668;"DJI";"Djibouti";"SSAfr";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";41,25;13,5;37,5;12,75;3,75
"6669";6669;"DJI";"Djibouti";"SSAfr";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6670";6670;"DJI";"Djibouti";"SSAfr";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6671";6671;"DJI";"Djibouti";"SSAfr";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6672";6672;"DJI";"Djibouti";"SSAfr";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6673";6673;"DJI";"Djibouti";"SSAfr";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6674";6674;"DJI";"Djibouti";"SSAfr";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6675";6675;"DJI";"Djibouti";"SSAfr";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"6676";6676;"DJI";"Djibouti";"SSAfr";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"6677";6677;"DJI";"Djibouti";"SSAfr";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"6678";6678;"DJI";"Djibouti";"SSAfr";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6679";6679;"DJI";"Djibouti";"SSAfr";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6680";6680;"DJI";"Djibouti";"SSAfr";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6681";6681;"DJI";"Djibouti";"SSAfr";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6682";6682;"DJI";"Djibouti";"SSAfr";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6683";6683;"DJI";"Djibouti";"SSAfr";"c053";"Jute";"Fibre crops";0;0;0;0;0
"6684";6684;"DJI";"Djibouti";"SSAfr";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"6685";6685;"DJI";"Djibouti";"SSAfr";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"6686";6686;"DJI";"Djibouti";"SSAfr";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"6687";6687;"DJI";"Djibouti";"SSAfr";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"6688";6688;"DJI";"Djibouti";"SSAfr";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"6689";6689;"DJI";"Djibouti";"SSAfr";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"6690";6690;"DJI";"Djibouti";"SSAfr";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"6691";6691;"DJI";"Djibouti";"SSAfr";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"6692";6692;"DJI";"Djibouti";"SSAfr";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"6693";6693;"DJI";"Djibouti";"SSAfr";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"6694";6694;"DJI";"Djibouti";"SSAfr";"c064";"Palm kernels";"Oil crops";0;0;12;1,5;0,75
"6695";6695;"DJI";"Djibouti";"SSAfr";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6696";6696;"DJI";"Djibouti";"SSAfr";"c066";"Molasses";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6697";6697;"DJI";"Djibouti";"SSAfr";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6698";6698;"DJI";"Djibouti";"SSAfr";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6699";6699;"DJI";"Djibouti";"SSAfr";"c069";"Soyabean Oil";"Vegetable oils";0;0;12;1,5;0,75
"6700";6700;"DJI";"Djibouti";"SSAfr";"c070";"Groundnut Oil";"Vegetable oils";0;0;12;1,5;0,75
"6701";6701;"DJI";"Djibouti";"SSAfr";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;12;1,5;0,75
"6702";6702;"DJI";"Djibouti";"SSAfr";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;12;1,5;0,75
"6703";6703;"DJI";"Djibouti";"SSAfr";"c073";"Cottonseed Oil";"Vegetable oils";0;0;12;1,5;0,75
"6704";6704;"DJI";"Djibouti";"SSAfr";"c074";"Palmkernel Oil";"Vegetable oils";0;0;12;1,5;0,75
"6705";6705;"DJI";"Djibouti";"SSAfr";"c075";"Palm Oil";"Vegetable oils";0;0;12;1,5;0,75
"6706";6706;"DJI";"Djibouti";"SSAfr";"c076";"Coconut Oil";"Vegetable oils";0;0;12;1,5;0,75
"6707";6707;"DJI";"Djibouti";"SSAfr";"c077";"Sesameseed Oil";"Vegetable oils";0;0;12;1,5;0,75
"6708";6708;"DJI";"Djibouti";"SSAfr";"c078";"Olive Oil";"Vegetable oils";0;0;12;1,5;0,75
"6709";6709;"DJI";"Djibouti";"SSAfr";"c079";"Ricebran Oil";"Vegetable oils";0;0;12;1,5;0,75
"6710";6710;"DJI";"Djibouti";"SSAfr";"c080";"Maize Germ Oil";"Vegetable oils";0;0;12;1,5;0,75
"6711";6711;"DJI";"Djibouti";"SSAfr";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;12;1,5;0,75
"6712";6712;"DJI";"Djibouti";"SSAfr";"c082";"Soyabean Cake";"Oil cakes";0;0;12;1,5;0,75
"6713";6713;"DJI";"Djibouti";"SSAfr";"c083";"Groundnut Cake";"Oil cakes";0;0;12;1,5;0,75
"6714";6714;"DJI";"Djibouti";"SSAfr";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;12;1,5;0,75
"6715";6715;"DJI";"Djibouti";"SSAfr";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;12;1,5;0,75
"6716";6716;"DJI";"Djibouti";"SSAfr";"c086";"Cottonseed Cake";"Oil cakes";0;0;12;1,5;0,75
"6717";6717;"DJI";"Djibouti";"SSAfr";"c087";"Palmkernel Cake";"Oil cakes";0;0;12;1,5;0,75
"6718";6718;"DJI";"Djibouti";"SSAfr";"c088";"Copra Cake";"Oil cakes";0;0;12;1,5;0,75
"6719";6719;"DJI";"Djibouti";"SSAfr";"c089";"Sesameseed Cake";"Oil cakes";0;0;12;1,5;0,75
"6720";6720;"DJI";"Djibouti";"SSAfr";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;12;1,5;0,75
"6721";6721;"DJI";"Djibouti";"SSAfr";"c091";"Wine";"Alcohol";0;0;12;1,5;0,75
"6722";6722;"DJI";"Djibouti";"SSAfr";"c092";"Beer";"Alcohol";0;0;12;1,5;0,75
"6723";6723;"DJI";"Djibouti";"SSAfr";"c093";"Beverages, Fermented";"Alcohol";0;0;12;1,5;0,75
"6724";6724;"DJI";"Djibouti";"SSAfr";"c094";"Beverages, Alcoholic";"Alcohol";0;0;12;1,5;0,75
"6725";6725;"DJI";"Djibouti";"SSAfr";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"6726";6726;"DJI";"Djibouti";"SSAfr";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"6727";6727;"DJI";"Djibouti";"SSAfr";"c097";"Cattle";"Live animals";0;0;0;0;0
"6728";6728;"DJI";"Djibouti";"SSAfr";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"6729";6729;"DJI";"Djibouti";"SSAfr";"c099";"Sheep";"Live animals";0;0;0;0;0
"6730";6730;"DJI";"Djibouti";"SSAfr";"c100";"Goats";"Live animals";0;0;0;0;0
"6731";6731;"DJI";"Djibouti";"SSAfr";"c101";"Pigs";"Live animals";0;0;0;0;0
"6732";6732;"DJI";"Djibouti";"SSAfr";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"6733";6733;"DJI";"Djibouti";"SSAfr";"c103";"Horses";"Live animals";0;0;0;0;0
"6734";6734;"DJI";"Djibouti";"SSAfr";"c104";"Asses";"Live animals";0;0;0;0;0
"6735";6735;"DJI";"Djibouti";"SSAfr";"c105";"Mules";"Live animals";0;0;0;0;0
"6736";6736;"DJI";"Djibouti";"SSAfr";"c106";"Camels";"Live animals";0;0;0;0;0
"6737";6737;"DJI";"Djibouti";"SSAfr";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"6738";6738;"DJI";"Djibouti";"SSAfr";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"6739";6739;"DJI";"Djibouti";"SSAfr";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"6740";6740;"DJI";"Djibouti";"SSAfr";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"6741";6741;"DJI";"Djibouti";"SSAfr";"c111";"Milk - Excluding Butter";"Milk";9;16,5;0,15;7,5;0,075
"6742";6742;"DJI";"Djibouti";"SSAfr";"c112";"Butter, Ghee";"Milk";9;16,5;0,15;7,5;0,075
"6743";6743;"DJI";"Djibouti";"SSAfr";"c113";"Eggs";"Eggs";12;0;0,15;2,25;0,75
"6744";6744;"DJI";"Djibouti";"SSAfr";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"6745";6745;"DJI";"Djibouti";"SSAfr";"c115";"Bovine Meat";"Meat";15;0,6;7,5;5,25;1,5
"6746";6746;"DJI";"Djibouti";"SSAfr";"c116";"Mutton & Goat Meat";"Meat";49,5;0,6;7,5;5,25;1,5
"6747";6747;"DJI";"Djibouti";"SSAfr";"c117";"Pigmeat";"Meat";15;0,69;7,5;5,25;1,5
"6748";6748;"DJI";"Djibouti";"SSAfr";"c118";"Poultry Meat";"Meat";37,5;2,7;7,5;5,25;1,5
"6749";6749;"DJI";"Djibouti";"SSAfr";"c119";"Meat, Other";"Meat";28,5;1,05;7,5;5,25;1,5
"6750";6750;"DJI";"Djibouti";"SSAfr";"c120";"Offals, Edible";"Meat";28,5;1,05;7,5;5,25;1,5
"6751";6751;"DJI";"Djibouti";"SSAfr";"c121";"Fats, Animals, Raw";"Animal fats";28,5;1,05;7,5;5,25;1,5
"6752";6752;"DJI";"Djibouti";"SSAfr";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"6753";6753;"DJI";"Djibouti";"SSAfr";"c123";"Meat Meal";"Meat";28,5;1,05;7,5;5,25;1,5
"6754";6754;"DJI";"Djibouti";"SSAfr";"c124";"Pet food";"Meat";28,5;1,05;7,5;5,25;1,5
"6755";6755;"DJI";"Djibouti";"SSAfr";"c125";"Honey";"Honey";18;12;12;1,5;0,75
"6756";6756;"DJI";"Djibouti";"SSAfr";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"6757";6757;"DJI";"Djibouti";"SSAfr";"c127";"Fish, Seafood";"Fish";8,55;9;13,5;11,25;1,5
"6758";6758;"DJI";"Djibouti";"SSAfr";"c128";"Wood fuel";"Wood";0;0;0;0;0
"6759";6759;"DJI";"Djibouti";"SSAfr";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"6760";6760;"DJI";"Djibouti";"SSAfr";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"6761";6761;"GEO";"Georgia";"Europe";"c001";"Rice (Milled Equivalent)";"Cereals";3;6;10;1,5;18,75
"6762";6762;"GEO";"Georgia";"Europe";"c002";"Wheat and products";"Cereals";3;6;10;1,5;18,75
"6763";6763;"GEO";"Georgia";"Europe";"c003";"Barley and products";"Cereals";3;6;10;1,5;18,75
"6764";6764;"GEO";"Georgia";"Europe";"c004";"Maize and products";"Cereals";3;6;10;1,5;18,75
"6765";6765;"GEO";"Georgia";"Europe";"c005";"Rye and products";"Cereals";3;6;10;1,5;18,75
"6766";6766;"GEO";"Georgia";"Europe";"c006";"Oats";"Cereals";3;6;10;1,5;18,75
"6767";6767;"GEO";"Georgia";"Europe";"c007";"Millet and products";"Cereals";3;6;10;1,5;18,75
"6768";6768;"GEO";"Georgia";"Europe";"c008";"Sorghum and products";"Cereals";3;6;10;1,5;18,75
"6769";6769;"GEO";"Georgia";"Europe";"c009";"Cereals, Other";"Cereals";3;6;10;1,5;18,75
"6770";6770;"GEO";"Georgia";"Europe";"c010";"Potatoes and products";"Roots and tubers";30;13,5;22,5;5,25;12,75
"6771";6771;"GEO";"Georgia";"Europe";"c011";"Cassava and products";"Roots and tubers";30;13,5;22,5;5,25;12,75
"6772";6772;"GEO";"Georgia";"Europe";"c012";"Sweet potatoes";"Roots and tubers";30;13,5;22,5;5,25;12,75
"6773";6773;"GEO";"Georgia";"Europe";"c013";"Roots, Other";"Roots and tubers";30;13,5;22,5;5,25;12,75
"6774";6774;"GEO";"Georgia";"Europe";"c014";"Yams";"Roots and tubers";30;13,5;22,5;5,25;12,75
"6775";6775;"GEO";"Georgia";"Europe";"c015";"Sugar cane";"Sugar crops";3;6;0,75;1,5;18,75
"6776";6776;"GEO";"Georgia";"Europe";"c016";"Sugar beet";"Sugar crops";30;13,5;22,5;5,25;12,75
"6777";6777;"GEO";"Georgia";"Europe";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6778";6778;"GEO";"Georgia";"Europe";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6779";6779;"GEO";"Georgia";"Europe";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6780";6780;"GEO";"Georgia";"Europe";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6781";6781;"GEO";"Georgia";"Europe";"c021";"Soyabeans";"Oil crops";15;1,5;7,5;0,75;3
"6782";6782;"GEO";"Georgia";"Europe";"c022";"Groundnuts (Shelled Eq)";"Oil crops";15;1,5;7,5;0,75;3
"6783";6783;"GEO";"Georgia";"Europe";"c023";"Sunflower seed";"Oil crops";15;1,5;7,5;0,75;3
"6784";6784;"GEO";"Georgia";"Europe";"c024";"Rape and Mustardseed";"Oil crops";15;1,5;7,5;0,75;3
"6785";6785;"GEO";"Georgia";"Europe";"c025";"Seed cotton";"Oil crops";15;1,5;7,5;0,75;3
"6786";6786;"GEO";"Georgia";"Europe";"c026";"Coconuts - Incl Copra";"Oil crops";15;1,5;7,5;0,75;3
"6787";6787;"GEO";"Georgia";"Europe";"c027";"Sesame seed";"Oil crops";15;1,5;7,5;0,75;3
"6788";6788;"GEO";"Georgia";"Europe";"c028";"Oil, palm fruit";"Oil crops";15;1,5;7,5;0,75;3
"6789";6789;"GEO";"Georgia";"Europe";"c029";"Olives (including preserved)";"Oil crops";15;1,5;7,5;0,75;3
"6790";6790;"GEO";"Georgia";"Europe";"c030";"Oilcrops, Other";"Oil crops";15;1,5;7,5;0,75;3
"6791";6791;"GEO";"Georgia";"Europe";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";18,75;7,5;3;7,5;14,25
"6792";6792;"GEO";"Georgia";"Europe";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";24;7,5;3;7,5;14,25
"6793";6793;"GEO";"Georgia";"Europe";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6794";6794;"GEO";"Georgia";"Europe";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6795";6795;"GEO";"Georgia";"Europe";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
